שכ אלח'רוביה
גבעת שאול שכ
אל-שגרה
המחנכת
בית ג'אן
ש עמידר גב
צימנד
חרת אל קרמה
הזתים
יצהרי צדוק
הכרמל צור יגאל
רחבת הלמן
גולן שמחה
בן דיוואן
רמת הטיסים
סמ אנוש
כורזים
שדרות בני אפרים
בריגדה יהודית
פרדס חנה כרכור
נתן שמואל
אחישר אריה
דרך מיכה
גורדון י ל
שכ נוה ניר
"אדמו""ר מבוסטון"
בורגול
אוצר הצמחים
הכרכום סמטה
צומת מסובים
ברוך ספיר
הרב בוקרה רחמים
הנדיב שדרות
גבול כפר סב
שד הערבה
יעקב רובין
אל סבע
יהודית שד
ש לומיר פ כץ
אלבק חנוך
מעון שרונית
"הדרור מ""ר"
יעקב שטיינהרדט
ח'ליל אל-סכאכיני
אהרון רוזנפלד
אבן כלדון
אור המזרח
שרה לוי-תנאי
אלחפאר
אל - בטוף
שלמה דרך
ככר הנביאים
אברבנאל דון יצחק
סמ המורן
אל-עופראן
בעל הנס
אלמחג'ר אל ע'רבי
בית יציב
ההתיישבות
לוחמי הגיטו
שדרות יצחק
סמ מצפה
אל ע'ול
סנט מרקס
עקבת תקיה
נווה
האלוף חופי יצחק
דרך הבנים
מווארס
כיכר ולירו
שכ נוה חוף
אוניברסיטת ב גוריון
"תפארת צבי ר""א"
שמוס
דורה חדש
אלסריסה
דקל דום
ריחן
הסלע
אלמעתצם
ב זמיר
הבשור סמ
ריטבא
אברבנאל יצחק
וינר זאב
בית וגן רח
נאדי אל-אחווה
יוסקה
שותל
כוראת'
שכ הצבר
הרב סוסו יוסף
שכ אל קוס'יבה
שכ גני יער
אל-נענע
מוסד וורדים
ירמיהו רסקו
הזז שדרות
מרים חשמונאי
לימוד החסידות
סמ בר יוחאי
רוזנטל צבי
"שביל הל""ה"
אלמורתפעה
רחובות בוכרי
עק אל אסיילה
"שכ נחלת הר חב""ד"
רבי נפחא יצחק
סמאט ס
אלמלסאא
רומבואיד
מטודלה בנימי
מלון פרידלנ
קיכלר
זייד מלון
הרב חיים חדד
סמ חרצית
הסיתוונית גבעת עדה
ק נחום שכ
עמרם אהרון
צריפם פינים
שער הגיא סמ
אל אנסאן
ג'אמע אלנור
"הזית ג""י"
"אל על ר""א"
שכון ג רח ה
גאולי תימן
חן מלון
מעונות סטודנ בוסטון
"תרפ""ט"
זוהר דרך
עמק שרה
תל ברוך
דידן נצח
איבן כת'יר
חכם ישראל
יסעור משעול
סמ זוננפלד
שדרות הפלים
אזבסט זרנוגה
שנהר
ק פרוסטיק
פנימיה בויא
שכ אל עין
מזרחי
סיימון אריה
נוה הצפון מל
ש פרץ
רב אלוף יעקב דורי
שלנג
הבשור סמטה
ביר אבו אל -גוש
אל-גאר
קוצ'ין
ש מעוז אביב
סמטת תמר
פרופ' דינור
החלוץ  ויצו
מדיינים
אלחאנוק
המרכז החדש
מגדל גד
אל-שביבה
דאהר אל עמר
האחים ליכטנשטיין
מרכז ורה סלמונס
לוץ שרל
חצרות איכרים
"הראב""ע"
מעברת תלפיות
דפנה
מלון החוף
"הל""ב"
סנטלוקס
הספורט
גסמאניה אל
ככר אברהם זכאי
שביל העסיס
ז בחשון
הקמרונות
מנדלי  ספרים
סמ'הדגנים
סמ ההדר
אלאסיל
קהילת יוסטון
שפירא סמ
אבן אל מקפע
בנדר
משכנות שאנני
אל-עולמאא
הגמא
הרב צבי יהודה
משה מלר
יהודה נשיא
ישא ברכה
יהודה מוריאל
דובנבוים גרשון
ח'ניפס
דרך הרהט
המרי העברי
ש מפונ שמ נ
ימיני ב רחמם
בית ג'ן עין אלאסד
שכ הרצליה פיתוח
"סמ אז""ר"
דרך גדוד ברק
חאצ'ה
מוסד יד אסא
אל - קסטל
שמאלי אליעזר
אל כרים
הרב ברוק בן ציון
חפץ מרדכי
קרלין
בלוק אזבסט
אל-משאעל
אווה בויאר
ש חסכ תלפיות
הר ציון סמטה
סמ חמה
ביר עונא
ברנבוים
אל עיידה
אגמון אברהם
אלתיגארה
צדוק עורקבי
קרית אליהו
סמ' החורש
פרופ נאמן יובל
טבאש
אהל יעקב
בובליק גדליה
א יהודה ב
ש חב החשמל
הבנקים
הרב שושנה
אל לביב
מבוא עציון
אל יעפורי
פרץ קרלן
ככר העונות
חלוץ ב צפצק
אלסור אלתאל
קייס אבן אל-מלוח
יעקב רייפן
הירוק ב וגנר
הר שגיא
אל-אספהאני
ציגל אברהם
נוה עובד
סנט מרקוס
מגדל ים
ש זוג תלפיות
סמ יבנה
בן יהודה
משעול האילנות
שד בר אילן
רייך חביבה
רותם המדבר
זומרשטיין
שכ' בית וגן
אבידר יוסף
בן אליעזר אריה
קרעאן
רבלין אליעזר
דרב אלסראר
סמ עופרית
אל קש
משעול הערבה
הר קדומים
רח יח עממי
סופר רידבז
שקף
מזפס
מבוא חמה
המתנדבים שד
נוה אביב מועדון
אל מצאיה
איבן אל היתם
"א""ת מפרץ)צפון-מערב("
ירון מאיה
קרית השרון
אל-מועלם
אל מבסלה
בני מהרשק
האורזים
קנטר חדאיד
ש דייגים
שרה ומרדכי גריס
סמ נואית
ש עובדים ב
קטמון ס בונ
ש רמבם
אלזיאן
אינשטיין שד
השכונה הדרומית-מכר
הדר
אל עאר
שד קרית אליעזר
ש נ עובד דר
כרפס
הבימה ככר
דגנית שדרות
דנקנר
רח לה
ק נוער ב וג
שדרות הזמיר
בית מילמן
הגאונים
הרצל פנה
צנחנים שד
קהילת טשרנוביץ
אל-אנדלס
שיפריס
מח דוד צר
מעלות הרב זילברמן
דר כהן
אנריקה פברגט פרופ'
אורן
דרך בר לב חיים
רח לא
אל ברגותי
ממן
אל ח'ורי אסכנדר
אנרי ברגסון
מנשה ב ישראל
ארבע הגבורות
אל מהד
אלחרירי
נובל אלפרד
אל ליל
בל אלכסנדר
קש ב קוריצק
ברסלב נחמן
ככר אלקלעי )דאצא(
משעול הפעמונים
עלש
אלמודיר
ק מנחם
אל-בישארה
בולוס
נוה אפרים ש
מפרץ אילת
הזיתים שכ
אלברזה
הרב צימבר
אהרנוביץ
רבי יוסף צבי
שוהם מכבים רעות
אבטן
אם ג'בל
דוד שירזי טוראי
בו אבי שד
הרב ריין אברהם
רזניק מעונות
החבושים
ש אזבס
בתי מחסה כיכר
בית וינשטיין
ליפצין
נחום
שבזי
נחום בלכר
המיסדים
יעקב ברגמן
"יחיאל ברי""ל"
אלן טיורינג
מבוא הרועים
ש מורשה חדש
דילה רינה יוסף
השכונה המערבית-מכר
מצפה רמון
מרזוק שמואל
יסקי
אל קרמה
אל ביר אל גארבי
שיך בדר שכ
פרדו משה
חגבי הסלע
אל מסאיאת
יתום משה
רסקו ק מנחם
שכ רמת חן
מחנה קדמי
סמ שני
אנדריוס
דיגו ולסקיז
שכ שעריים
יוסף וריסיה ליבין
אל-מטבלה
פלמח עי אגד
"הפרגים ר""א"
גלוסקין
נהר אל-אורדון
ככר די זהב
עטרה
פבריגט
ברדלס
מוסאל
בייניש סלנט
גניאן
מעברה ברנדיס
דוד מזרחי
מג'יר א דין
ש חולון הצעירה
אל-ביר אל-ע'ארבי
גמיזה
רוברט ברני
קלישר הרב
א- זיתון
ביר אלמתחנה
אידלוון
מוחמד רגב חסונה
כרם אל-גמאל
אלאסמעי
רח ע
משעול פלמח
אל שוויש
ככר קליינברגר
חיים ויצמן
רח מד ק חיים
סלוצקין
משעול פרבר
גבעת השרון
הצלבנים
סמטת תוחלת
מנגר
נ ציון
חרירי
יבנאי
זלמן שנאורסון יואלי
"י""ח משפחות"
מולדה
מר בו עבד אל עזיז
שכ נאות גולדה
החירות
אהרון קצין
בית הנופש
רפפורט
האשוח
מבוא החרוב
ג חיים אחוד
שכ שונה
אל דידבה
ששת הימים שד
אל נסיג
ראב אסתר
מזכרת בתיה
יהודייה
"דרך הרמ""א"
מל מגדל דוד
התווים )ככר(
שכון שנלר
אמיל זולא
שיכון ב
טולדנו
פרדס כץ
סמטת איילון
ש שלטרס
אלמוסאואה
עובדיה מברטנורה
קופל ויסוקר
צבי גרף
ש עילית צר
הרברט סמואל
יחזקאל זונאבנד
עקבת כאלדייה
אליהו מפיררה
אלנקב
נחום וינשטיין
אל-חנפי
מבוא נגבה
ש נחלי רח ג
רמיגו אברהם
שד ק שלום
לב חיפה
זוננפלד
"י""א באדר"
ביס הרצל
עבאדי יצחק
מכללת ירושלים לבנות
הילה
המשביר
אזור פתוח
גנת נחל שורק
הכנסת גדולה
"הרא""ז"
אל-רמלה
א-ריינה
ש השחר
זלמן צורף
פאטמה אל-הראא
עלי אבן אבי טאלב
פיינברג
זהרת אל-צבאח
"בי""ח מאיר"
בית חנניה
רושד
פרופ' חיים הררי
אביטל מכבים -רעות
רובע שער הדרום
שאול נתן
חאן אל-חלילי
סלעית משעול
אגוזי
ש עובדי המכס
ש מוארס
מיכאל אנגל
אל-קירמי
חיטין
הציפורן
שכ רגון
צין
בקע מגורונים
שד ציונה
אילון סמ
רכס לבן
פנסיון וגשל
שולאל יצחק
גולומב שד
האוג
גב נשר ש עול
יעקב פרי
מד בני אור
הגדוד
איריס הנגב
עודד
אלפרד ויתקון
אברהם חזן הרב
נווה שאנן
כנען סמטה
תגר עליזה
נחל דליה
ככר אהבת ישראל
ילין מור
ש מעלה טבעון
אבו עמרה
משעול דיין משה
אנדרה סחרוב
הר בקע
הכרמל פ סיני
תלפיות ש
שירה
קונכיה
זרנוגה אזבסט
סמ מנלדשטם
שוהם מתתיהו
באבור אל-עת'מאן
קוצן זהוב
עזור
אשכולי פז
השניים
אל מטהרה
מוסקוביץ'
ש רימון
יודפת
עי בית הסוהר
חור אלנדא
דרך עתיקה
ש יד אליעזר
ש קומות שעריה
אלאשגאר
מנחת אהרון
בן סרוק
חנני יוסף
ש נופי הסלע
יקנטון
נדבורנא
הגליל ככר
צחר
מחנה יפה
אל וערה
ברוד מכס
מש חצוצרן
אל שיח רביע
בית גוזלן
חורף
משעול המייסדים
המעגן
גור מוטה
ביס אהל שרה
פוריידיס
גבירטיג
קרית הלאום
הצברים
שדי תרומות
מע אקדמאים
צבי נריה
כיכר זנזורי שמעון
בן עמרם
הרב נורי
האדמור מגיר
יהודה המכבי
ש חדש אחדות
בלתין
ביאלייק
אלמג'דל
בלטאת עד'ימה
ניגונים
יוסף ברודסקי
אלשהאמה
וילות רסקו
ש נוה צפורה
מעוז לעולה
דרך בית לחם
חיה מושקא הרבנית
ענב
הרימון שביל
החידקל
פינחס ספיר
אל מסרארה
שכ כפר הירוק
רמבם כ גנים
אגסי שמעון
הרב בן חנן
מגר יהודה ואביבה
שדרת הדקלים
אם אל קורא
פלוס מאתיים
שמעון הבורסקי
שרעבי יעקב סעדיה
ש התפוז
אפרים כוכבי
פלדות
הפרדס הראשון
אמדורסקי בני
אל-בדאיה
אלזעפראני
הרב נריה
ככר ורד
פרוסטיג
מלון פרדייס גארדנס
בן גאון דוד
שכ הארזים
מועלם
"אח""י דקר"
נבון
שכו אולגה א
משעול דוד
ליפשיץ יוסף
אטינגר
ביר אל אמיר
בית כרם רח
חכמ ישראל צר
ככר אמונה
שד נהר הדן
עאמר בן אלג'ראח
דרך השלולית
ככר ד
אלזהרייה
פלוס
ברנר ב מזרח
אלשאפעי
הייז
דרך נמיר
קהילת ריגא
המשקיף
יגאל אלון
משעול הגלעדים
גור דב
מעונות ברכה
דרג' א טאבוני
קפח יחיא
יוסף אל-סדיק
סנטור  של
"רח ס""א"
מ הבהאים )אל בהג'ה(
אל עתיקה
קהירי משה
ש  קרית מנחם
"כ""ץ יעקב הרב"
אל ח'יל
נ . שמר
באב אסילסלה
מחנה יהודית
אלתלאוה
פאול
גבעת דאונס
הגליל סמ
צבי-רן
הרב אילוביצקי
חיטה )כיכר(
משעול בדולח
פרדס מהדרין
סיידנא עומר
"נוה אד""ר"
וידרקר
חוגירת ביר מכסור
ש סלע ישן
חורי
חוגלה משעול
נמרי יעקב
כנסת ג שכ
לישנסקי
עמידר מ אבי
נאעורה
אזור התעשיה
מלון דורטל סול
אפרים זקס
עבד א-רחמאן דג'אני
הרב חיים דוד כהנא
הר מוריה
באב אלחוסל
ביח שיקום
דרך הקישון
שומרון דן
אל-תבע'
פראן
הרבי מלובאויטש
שד כלניות
קדושי בגדד
אריה )לובה( אליאב
אליקים המלך
ריש לקיש
קהלת מקסיקו
רפאל קלצ'קין
ש מוצא הקטנה
אל נבי מוסא
קזז
חפץ חיים ב
רבדים
אנסרי חסן בן תאבת
שדרת המסוק
טוקיו
שיזף מכבים רעות
נחל ברק
אילת מלון
משק גרייבר
רח קז
עין משק
יצחק באבל
מבשרת ציון ב
אלכס יוסף צבי
כיכר שיר סמדר
חיל האויר
ביח הממשלתי
רבי חלפתא
קרמר
ברון הירש
לבקוביץ
איזדרכת
ככר ראובן רובין
חור סקר
יפו ג
מנזר סן סימון
דרך האלומה
בורנשטיין צבי
נמל אילת
סמבוסקי
הרב סגל
רחבת מבצע יקב
ש גן שלמה ב
כיכר כרכור
מכון וייצמן
מתתיהו הכהן
גבעת עמל ב
דוד סחרוב
בית אורנשטין
גב גאולה
ש בנה ביתך )צפון(
נג'מת אל סובח
שכ אום קבאי
אל עורש
ואדי חילוה
ואלין
רייק לאון
"רא""ל מרדכי מקלף"
ישיבת כפר עציון
בראק
עמיהוד
אל-מרגאן
יואל זוסמן
משעול שיקמה
גבל מוכש
בית האריזה
ערד ב )מ ק(
עץ האפרסק
אל ח'יאם
יד לגולה
רנך
מבוא נחליאל
שרת שדרות
ש גן ההגנה
רח ג ע גנים
לוי אליהו
מבצע תמוז
אל-חיג'אב
האפרוח
דוד הראובני
כביר סמ
כפר פרוטיאה
משעול אייל גלר
הלענה
שכ גואריש
צאלח ובצרי
ואדי בלאן
הנשיאים שד
כיכר סיגל
עבדול רחמן
חגיראת)דהרה(
יהוא
ש פתוח צפונ
פדרו
נחל רבא
כיח מלון אש
מוסתכא
אום ליסון
רכבת שכון
שטרית
ש רסקו קרית מנחם
המודיעין
שכ ה לדוגמה
נעמה
פאדל אבו ראס
צוברי יוסף
טורקיז
מבוא הרב אלקלעי
גלי כנרת
שכ נוה אלון
ביס חקלאי עין כרם
מיכלסון
נוה ארנים בית אבות
הבשמים
דרך שרון אריק
מלון חוף מי
נוה רבין
דון יוסף נשיא
שכון ג רח י
יאנוח-ג'ת
ברניצקי
צור סמ
הוז דב
לויצקי יעקב
מד אנדרומדה
התניא
וינרוב
מבוא השער
רחבת באר אברהם
סמ הרעות
ש נוה גרנות
שכ טירת צבי
גינתון
אלסראג'
ש גרושי
טלחה
צן
שד שי עגנון
דר היינץ כהן
אל נאדר
עלית ש ג
אום שד מלון
ש לומיר פ כ
הדרי
העולה
אל-בלוטה
בוזריק
בת שוע
הסכר
נח ראובן יש
שכ סאפפרה
קמפינסקי
סמ החיננית
מייזנר משה
בז'רנו
רומת היב
ביר אבו ג'ש
הרכסים
שפך זוהר
שמחה אסף הרב
וולובלסקי
אל גבשי
משה צדקה
בוסתן מכבים רעות
ספארי
הנרי הרץ
אג'ימן ישעיהו
הסחלב צורן
משה גבירצמן
"הגרי""ש אלישיב"
מעוז אביב
שכ מחלול צר
הראל פנת עטרות
ויז ב מזרחי
שכניה
בית עובד
יוחנן מזרחי
ש פרסים עמישב
ההסתדרות ככר
זכרון משה
אל ג'מאל
ככר ברוכיאלי אריה
אלעמארייה
המכבי אליעזר
אל-זור
רח מד'
אלע'ררה
אלדהור
אלסוויד
חכם עפג'ין אברהם
סנט פטר
שיכון א
אל-שיח חסין
נמל יפו מסגד
שכ עין אלנבי
העצמאות סמ
ק טלזסטון
"ד""ר פלד ישראל מ""ר"
גלבע
חשמונאי מ
נופך
המעמר
ישיבת ולוזין
רוסלאן
סמטת הדקלים
בית הרכבת
פרנקל הרב
יהאש המלך
המכתש
ח'דר אבו אלעולא
המבצעים
גולומב ש חי
בחיי רבנו
טוגראי
יחזקאל עבודי
אליהו
פנים מאירים
חלת אלג'מל
עגורים
ככר דג'אני פואד
ש מצפה העמק
לביאה
הרב כדורי
אולסוונגר
ב לכטנטאל
אל אסואר
טוביאס
יעקב קנמון
זילברמן מלון
אור הגנוז
עיר היונה
חייל אלמוני
שכ אלח'אלה
דיר סריאן
אשכנזי גבי
משמר הים
מוריסט
אהרון ליפשיץ כיכר
"האדמורי""ם מספינקא"
ש אזור ד
אל-עבאס
"מטכ""ל"
הצפון החדש
ש התפוזים
"ש יוספטל ג""ע"
סעד וסעדי
אדנים
בקר אהרון
זיסו
מעלה אדמים
האלמוג נוה מונוסון
בית חמדה מוסד
ככר מיכאלי
הרב ברזני סולימן
דרך הציונות
ש זיו
רלבג
מאיר גרשון
שר שלום
נוף אילון
ש נווה מגן
כיכר קריספל
יכני
ברלין רב
סמינר קיבוצי
שער שמיים
חלדה הנביאה
עין הדבש
נאדין גורדימר
אישראק
אלחרוב ש חייל החדשה
זאב בראז
בתרא
אל אחטל
אלאודבאא
משכנות שאננים
חדד שאול
חידא ישיבה
יוספסברג
א שאבי
יהדות פילדלפיה
אחיה השלוני
קאסוטו
שכ אלמרוש
שכ כפר עקב
רב בן ציון אבא שאול
המסילות סמ
הרב גמליאל
דרך הבנים ש
גיימס ווט
רובע המגדים
דיר אל טפל
קנטרגי
ירוחם
השרון
כרם בן שמן
הכישור
הים
יובל הכה
אלכנסה
"גב עדה בלוק ג""ע"
ככר היינה
גוברין
"אדמו""ר הצמח צדק"
ככר טבועי מצדה
איש ימינך
נחל אשכולות
התרומה
החליפה סלימאן
גלוברמן
צימנד רנה מלכה
מסילת הברזל
נוטרדם מנזר
ביידה
הנוף
ש ברנשטין
צבי ינאי
ככר שנים בנובמבר
ראשונים דורות
אלמחבה
שכ ראשית
יצחק מירסקי
תירצה
תראבין א צאנ
מלך מרוקו חסן השני
מבוא לבונה
אברהם עופר
החמשה
ב סכותי
רוזנטל דוד
רובע ו
לוין גוטל
אל חרוב
הפרת
אל-ח'יר
חוש סריחאן
אברהם ויינשל
קליבנוב
מעלה הארז
בב א סליסיל
ראט
פאול גרינגר
פתוח עמידר
אל בוכתורי
ליש
הרבנית ברכה קפאח
קפלנסקי
הלפרין מרדכי
מעונות קנדה
מלון הבימה
חירם המלך
אביבים
אהרון וברוך
אלקנדיל
החבצלת שביל
אל-חריה
אלרעב
נחל יצהר
משעול הביכורים
"שכון בנים כפר אז""ר"
בייט
ש ערוני כז
משעול פארן
תרסט שד
שביל דוד דדון
רשבג סמ
אל שעב
ככר קרוך
אל-סאפי
דרך הנחל
אל-משרוע
שטינברג
גנם מתתיהו
עין כרם כרמי
אפרוני
שכ אל מוחלס
אגדים סמ
קמחי דב
אלאתיר
מ קליטה ברסה
רענן ויץ
הבהאים
דהר אל-ביאד
הרב שפירא אברהם
באר ישראל
פרויד דר
הרב אהרון ניסים
המסגד חסן בק
המוזיאון הימי
גרינר
אל-ועד
שכ אם אלוואוויאת
ש מפונמוסרר
ש רופאים
פייר אנייר
פייר ואן פאסן
התחנה
בינה אריה
שד שער אפרים
ש אסבס ק ח
ועידת קטוביץ
הארבל משעול
ארנון
אבא ושרה נאמן
סגלית
מרגלית להמן
"אצ""ג אורי"
כפר מונש
שכ אלוורוד
הלפרין ירמיהו
ככר ראובן הכט
מגדים
שכ עלית א ב
באב שבט
צלף סמ
קרית מטרסדו
הר הצפייה
ש חברת נוה
ואדי ניסנס
ח'לת אל פול
שרת משה ככר
אבו נוואס
משעול כ
נצרת עילית א
גיזו
ח'לת זיתא
בית אבות סרינה
כב בת ים ש
ח'לת זבדה
קרוא
אלסעאדה
שביל גרניט
בועינה נוג'ידאת
יואב בן צרויה
נתכואי
אלחואכיר
וילות טרומים
"גב עדה הרחבה ג""ע"
דרך יגאל אלון
אור גנוז
אנדה אמיר
ש הפומז
קסתנה
ביח יפה
קדושת הלוי
ויתקון
מבוא פורר שלום
הגואל
בנימין הרב
כהן וילהלמינה
אלאיחוה
אל פאחורה
הר חומה
אבו קרינאת
אל-רודה
קדושי קהלת מזריץ
חיים חפר )כיכר(
יצחק יציב
שער מנדלבוים
בתיה מקוב
שביל הסליק
אנטיגנוס
ש עממי גואטמלה
עמר אלמח'תאר
אל רועב
שרי ישראל
מעב ד
בקעה ש דסקי
דר בוטביניק מיכאל
גבעת הברכה
גבעת עזר
דובדבן מכבים רעות
זיק
ש קרית דאנז
דרך הנשיא
עש אל-ע'וראב
קיבוץ יסודות
טריק עראבה
ש מימון
רבי שמעון הצדיק
שכ אלמאר
נוף יבור
סוואחירה עיב
גולדוסר אושר
אלקנר
ש עזרה
אל איאם
ש אום חלד
נתיב הלילך
מעלות הרי יהודה
נוזהא א מד
חתוכה
מרחבי שלום
"הצנובר נ""א"
השלום ב מזמן
קליין שמואל
"כפר הרי""ף"
"רא""ל מרדכי גור"
בית ארן
ש עממי ק יוב
ב זקנ קטמן
השיחרור
בעל התוספות
מד ואדי סליב
ה סמטה
שאוקי אחמד
עסוייה
ש הר כנען
"רלב""ח"
"תרפ""ב"
גולדה מאיר
לואי ונסן
גני יהודית
הרב קניאל
כהן חיים )כיכר(
קורבן העדה
שכ אזור ו
הארי הקדוש
שער דמשק
דורי יעקב
מע אסבסטונים
אל שרפה
אורנים סמינר
שכ פלוס מאתים
נווה יהושע
בלבן
ש ג עמידר
חסאן בן ת'אבת
ארץ ישראל השלמה
אל מעהד
אלחלפאא
שכ קרית שמואל
הבטחון
ברוצקוס
דור ודורשיו
הורד שד
ש נ עובד ב
ברואלד
מעונות אסבסטונים
אלקלעי הרב
האחזות נחל
אל-מרתפעה
בן זומא
ש מערבית
הרב חיים שפר
שבט אפיניש
הנרקיסים סמ
יובב
אזור מגרש הכדורגל
באקה
הרב אלעזר אבוחצירה
שדרות בר אילן
הדיונון
הקומונה החדרתית
ככר שמידט אנטון
קדמת ים
משעול הגפן
ש גב משה
חנלאשה
ליפשיץ דניאל
הגננת בתיה
חבס אל משיח
נס מבוא
קריה נאמנה
נאות הללי
הגיבור האלמוני
שכ גורדון
רחבת קלמר
מעב אזבסטון
ווטסון ליונל
ש נאות כרמים
הרב בר שאול
תרנגול
חרת אל מברק
רח כ כ שלם
קירי
כרם נחלה
ככר הדקל
ככר מקס דקטור
בני יהודה
"יל""ג"
כרכור-צפון
עורבני
דיר אל רום
בובליק
אל רחמן
ש יבנה
לדיזנסקי
כהנסקי
ברוך י ל
התירוש
דרך הטיסים
זרנוגה רח ז
אחי חץ
נתיב מאיר ישיבה
רמז א
א איתן
צלילי מדבר
המרגליות
אפרים הרב
הדבש
פופר יוסף
סיירת שקד
כיכר בלהקר עוזי
פתוחי חותם
שד עמנואל הרומי
איתיאל
נחל פרצים
רבי כדיר בוכריס
בנה ביתך גילה
שדה בוקר - מדרשה
נתן המשורר
פליקס פרנקפורטר
סעדיה אבני
לוין אריה
ש תל ברוך
שביל הארזים
המכתשים
נבטיה
עופר אברהם
אלעמור ואלג'עאר
לב יפה
משעול הקיחלי
ג עמל א
שביל מליון הילדים
פרדסיה מח ה
בן נחום
קרית אגי
שכ אלדהר
יצחק קצנלסון
יבנאל ב בוס
ברבור בית ח
ש נוה עמל
הרב לוי
אהבת שלום
ברודצקי ב א
דרך הסולטן
תל אלזיב
אפרידר השקמה
בן ארי
נחל תמר
מרדכי שכ
סירפד
"ד""ר משה זמורה"
מדאר
"הרא""ש"
ר יג כ שלם
כיכר גבי סבג
לאונר נעם
פינקס
שכ קרית קאליב
אל ההר
פרייגרזון צבי
שלום לחמי
זאב טיומקין
מעלה שופר
טייב חי יצחק
אל כאדסיה
ספורטה רפאל )כיכר(
אכסניה בית אמיתי
גרינינגר פאול
שכ ג'סי כהן
אל - תמר
אלתנסים
משעול הארז
ש פועלים ב
אלענבר
אור יום
אשר ציון
ברמן בני
פנחס ילין
אלסמכה
מרקיש
עזאי
גריפאת
שכ נוה זית
מעון הפקולטה לחקל
גבעת אהוד
דירוסי
אלעבאסיה
חיים ביילי
מכון וינגיט
מלון נוה שושנה
סמ ניצנה
"רא""ל יגאל ידין"
שמורת נחל בשור
"כנרית מ""ר"
בית צרקסקי
קדמאני
גוטמאכר
אופנהיימר
ש אלרשיד
חג'ג' אהרון
בית מלון אור
העצמאות שד
בן שמן )כפר הנער(
טריק אל עין
כ יבנה אזבסט
אזור וילות
ש הפהמז ב
מעלה בית אל
בתי רסקו
דרכי
סעד זג'לול
הגילה
רחל סמטה
מולה סימן טוב
בן דיואן
דור ודורשין
שכ ט'הרת אלביר
סמ הצלף
הכוכבית
אל-תינה
פינלס שמואל
גבעת המורים
אלטבראני
ערבת מואב
שד גנדי
מן יד
הצבעונים סמ
יהודית ומאיר
אל ס'חירה
תנועת נוער ציוני
נתיב הצפרים
אלבוסתאן
מרכז קליטה נורית
טיילת הציפורים
ישיבת גרודנה
ארנון אברהם
צהל ש פאי
"האלמוג נ""א"
ראס אל בוסתן
הנביא עובדיה
ג'אבר בן חייאן
סולם צור
הדקליה
סוק אל דבאגב
בראון )אלה ואבנר(
נעם לאונר
ארלוזורוב מל
אמנון
פת יעקב
מצפה אביב
שמעון זהבי
מע רמתיים
אוניברסיטת בר אילן
יפיע
קר יוספטל
אבו-סנאן
ככר החשמל
אלסקר
כפר המכביה
האגמים
מעברה א צר
דרך המשחררים
אלנור
מלון סלע
לוד אזבסטון
הבורסקאים
יוסף נשיא
אבן בטוטה
האחים סמילצנסקי
ג'יימס פרנק
אזור תעשייה א
אבשלום סמטה
לילי
אלע'וזה
מעלה זהרון
אל-חווארה
שדרות הגלים
אל פרייר
אברהם שטיין
שן הארי
נורי
סמ חצב
נוף שאן
מורגנטאו
עקבת אל רצאף
מלון אדיסון
ככר היצירה
אל-ביר אל-שרקי
מעבר מגדיאל
מסעדה
אלגנוד
שכ כרמל צרפתי
פיקוד המרכז
רובע ארמנים
אהרנסון
פרופס  צבי
פרופ שור
החרט
בן יהודה א
רמת הנשיא שמעון פרס
רח ו שיך מונ
אלפארסי
דוד שמעוני
אריה וברכה סגלסון
בלקינד שמשון
אלסואניה
סמ הצבר
אוהד
אבו רקיק
זיינב אל שאפעיה
נחל גמלא
שמואל הרופא
הרב גוטמן צבי
ראס אל טלעה
אבישג
לב אילת
פנזיאס ארנו
נויפלד
רמת דבשון
באב אל סבאט
כיכר הנץ
כמיל שחאדה
כפר חשן
שכ אולגה ב
ש רוממה עלי
אל רוודה
ניימן מרדכי
אלקלע מד
אל יאקוק
מינסטר
האופים
אלחאג'
מבוא האתרוג
אל קוס'יבה
חאסביא
רח לב ק חיי
סאברין
הסלע האדום
אל-שיך דאוד
חצור
כ יבנה מע חד
אל ג'זאיר
שדרות עמנואל
ש ותיקים
אלמילויה
מלון ויסטה
אבו האני
אלשיך דאוד
אום אל-תות
ירמיהו ש
זרובבל
פרסר
איינשטיין אלברט
אבן-עפאן
ש נחלת צדוק
ביר א סיכה
בן-חור אליהו
גרציאני זיקו
קוטגים גונן ט
אתם
ברנרד דיכטר
באקה אלגרביה
שכ אל מרג
ש שלמה
הפנינה
אלגורה
חד'יפה
דרך הדשאים
קוריש
התעשייה
ש חברת המלח
הרצל פנת ק ב
חרדל
ספארטאקוס
וסה
א שדיד פתוח
אלספאח
ככר סגל שרגא
שכ רותם
מרג בן עאמר
ש אל קימה
פרופ ליבוביץ ישעיהו
נטרונאי
גונן קטמון
ימין אורד
סמ אשליל
לחמי
ג'ו אלון
אלבנאא
יעבץ סמ
מד שוקרי
שנף
אזור תעשייה מזרח
נוה אבות אפעל
שכ בית יעקב
גר צדק
אחוזת אהרון
סמ חופית
עודד נדה
מורד ההדרים
זקס אפרים
אל עאמר
יוניצמן
דישונים סמ
אל תופאח
עזר ומרזוק
הרב יחיא
ונסן
רמה
דרב אל סראר
ש עזרה בצרון
גומברג
ג'ורת אבו כמרה
קרית עשור
פתן
סמ יהוא
תדמר
אשרוב
